   be;1
   and;1
   of;1
   a;1
   in;1
   to;1
   have;1
   to;1
   it;1
   I;1
   that;1
   for;1
   you;1
   he;1
   with;1
   on;1
   do;1
   say;1
   this;1
   they;1
   at;1
   but;1
   we;1
   his;1
   from;1
   that;1
   not;1
   n't;1
   n't;1
   she;1
   or;1
   as;1
   what;1
   go;1
   their;1
   can;1
   who;1
   get;1
   if;1
   would;1
   her;1
   all;1
   my;1
   make;1
   about;1
   know;1
   will;1
   as;1
   up;1
   one;1
   time;1
   there;1
   year;1
   so;1
   think;1
   when;1
   which;1
   them;1
   some;1
   me;1
   people;1
   take;1
   out;1
   into;1
   just;1
   see;1
   him;1
   your;1
   come;1
   could;1
   now;1
   than;1
   like;1
   other;1
   how;1
   then;1
   its;1
   our;1
   two;1
   more;1
   these;1
   want;1
   way;1
   look;1
   first;1
   also;1
   new;1
   because;1
   day;1
   more;1
   use;1
   no;1
   man;1
   find;1
   here;1
   thing;1
   give;1
   many;1
   well;1
   only;1
   those;1
   tell;1
   one;1
   very;1
   her;1
   even;1
   back;1
   any;1
   good;1
   woman;1
   through;1
   us;1
   life;1
   child;1
   there;1
   work;1
   down;1
   may;1
   after;1
   should;1
   call;1
   world;1
   over;1
   school;1
   still;1
   try;1
   in;1
   as;1
   last;1
   ask;1
   need;1
   too;1
   feel;1
   three;1
   when;1
   state;1
   never;1
   become;1
   between;1
   high;1
   really;1
   something;1
   most;1
   another;1
   much;1
   family;1
   own;1
   out;1
   leave;1
   put;1
   old;1
   while;1
   mean;1
   on;1
   keep;1
   student;1
   why;1
   let;1
   great;1
   same;1
   big;1
   group;1
   begin;1
   seem;1
   country;1
   help;1
   talk;1
   where;1
   turn;1
   problem;1
   every;1
   start;1
   hand;1
   might;1
   American;1
   show;1
   part;1
   about;1
   against;1
   place;1
   over;1
   such;1
   again;1
   few;1
   case;1
   most;1
   week;1
   company;1
   where;1
   system;1
   each;1
   right;1
   program;1
   hear;1
   so;1
   question;1
   during;1
   work;1
   play;1
   government;1
   run;1
   small;1
   number;1
   off;1
   always;1
   move;1
   like;1
   night;1
   live;1
   Mr;1
   point;1
   believe;1
   hold;1
   today;1
   bring;1
   happen;1
   next;1
   without;1
   before;1
   large;1
   all;1
   million;1
   must;1
   home;1
   under;1
   water;1
   room;1
   write;1
   mother;1
   area;1
   national;1
   money;1
   story;1
   young;1
   fact;1
   month;1
   different;1
   lot;1
   right;1
   study;1
   book;1
   eye;1
   job;1
   word;1
   though;1
   business;1
   issue;1
   side;1
   kind;1
   four;1
   head;1
   far;1
   black;1
   long;1
   both;1
   little;1
   house;1
   yes;1
   after;1
   since;1
   long;1
   provide;1
   service;1
   around;1
   friend;1
   important;1
   father;1
   sit;1
   away;1
   until;1
   power;1
   hour;1
   game;1
   often;1
   yet;1
   line;1
   political;1
   end;1
   among;1
   ever;1
   stand;1
   bad;1
   lose;1
   however;1
   member;1
   pay;1
   law;1
   meet;1
   car;1
   city;1
   almost;1
   include;1
   continue;1
   set;1
   later;1
   community;1
   much;1
   name;1
   five;1
   once;1
   white;1
   least;1
   president;1
   learn;1
   real;1
   change;1
   team;1
   minute;1
   best;1
   several;1
   idea;1
   kid;1
   body;1
   information;1
   nothing;1
   ago;1
   right;1
   lead;1
   social;1
   understand;1
   whether;1
   back;1
   watch;1
   together;1
   follow;1
   around;1
   parent;1
   only;1
   stop;1
   face;1
   anything;1
   create;1
   public;1
   already;1
   speak;1
   others;1
   read;1
   level;1
   allow;1
   add;1
   office;1
   spend;1
   door;1
   health;1
   person;1
   art;1
   sure;1
   such;1
   war;1
   history;1
   party;1
   within;1
   grow;1
   result;1
   open;1
   change;1
   morning;1
   walk;1
   reason;1
   low;1
   win;1
   research;1
   girl;1
   guy;1
   early;1
   food;1
   before;1
   moment;1
   himself;1
   air;1
   teacher;1
   force;1
   offer;1
   enough;1
   both;1
   education;1
   across;1
   although;1
   remember;1
   foot;1
   second;1
   boy;1
   maybe;1
   toward;1
   able;1
   age;1
   off;1
   policy;1
   everything;1
   love;1
   process;1
   music;1
   including;1
   consider;1
   appear;1
   actually;1
   buy;1
   probably;1
   human;1
   wait;1
   serve;1
   market;1
   die;1
   send;1
   expect;1
   home;1
   sense;1
   build;1
   stay;1
   fall;1
   oh;1
   nation;1
   plan;1
   cut;1
   college;1
   interest;1
   death;1
   course;1
   someone;1
   experience;1
   behind;1
   reach;1
   local;1
   kill;1
   six;1
   remain;1
   effect;1
   use;1
   yeah;1
   suggest;1
   class;1
   control;1
   raise;1
   care;1
   perhaps;1
   little;1
   late;1
   hard;1
   field;1
   else;1
   pass;1
   former;1
   sell;1
   major;1
   sometimes;1
   require;1
   along;1
   development;1
   themselves;1
   report;1
   role;1
   better;1
   economic;1
   effort;1
   up;1
   decide;1
   rate;1
   strong;1
   possible;1
   heart;1
   drug;1
   show;1
   leader;1
   light;1
   voice;1
   wife;1
   whole;1
   police;1
   mind;1
   finally;1
   pull;1
   return;1
   free;1
   military;1
   price;1
   report;1
   less;1
   according;1
   decision;1
   explain;1
   son;1
   hope;1
   even;1
   develop;1
   view;1
   relationship;1
   carry;1
   town;1
   road;1
   drive;1
   arm;1
   true;1
   federal;1
   break;1
   better;1
   difference;1
   thank;1
   receive;1
   value;1
   international;1
   building;1
   action;1
   full;1
   model;1
   join;1
   season;1
   society;1
   because;1
   tax;1
   director;1
   early;1
   position;1
   player;1
   agree;1
   especially;1
   record;1
   pick;1
   wear;1
   paper;1
   special;1
   space;1
   ground;1
   form;1
   support;1
   event;1
   official;1
   whose;1
   matter;1
   everyone;1
   center;1
   couple;1
   site;1
   end;1
   project;1
   hit;1
   base;1
   activity;1
   star;1
   table;1
   need;1
   court;1
   produce;1
   eat;1
   American;1
   teach;1
   oil;1
   half;1
   situation;1
   easy;1
   cost;1
   industry;1
   figure;1
   face;1
   street;1
   image;1
   itself;1
   phone;1
   either;1
   data;1
   cover;1
   quite;1
   picture;1
   clear;1
   practice;1
   piece;1
   land;1
   recent;1
   describe;1
   product;1
   doctor;1
   wall;1
   patient;1
   worker;1
   news;1
   test;1
   movie;1
   certain;1
   north;1
   love;1
   personal;1
   open;1
   support;1
   simply;1
   third;1
   technology;1
   catch;1
   step;1
   baby;1
   computer;1
   type;1
   attention;1
   draw;1
   film;1
   Republican;1
   tree;1
   source;1
   red;1
   nearly;1
   organization;1
   choose;1
   cause;1
   hair;1
   look;1
   point;1
   century;1
   evidence;1
   window;1
   difficult;1
   listen;1
   soon;1
   culture;1
   billion;1
   chance;1
   brother;1
   energy;1
   period;1
   course;1
   summer;1
   less;1
   realize;1
   hundred;1
   available;1
   plant;1
   likely;1
   opportunity;1
   term;1
   short;1
   letter;1
   condition;1
   choice;1
   place;1
   single;1
   rule;1
   daughter;1
   administration;1
   south;1
   husband;1
   Congress;1
   floor;1
   campaign;1
   material;1
   population;1
   well;1
   call;1
   economy;1
   medical;1
   hospital;1
   church;1
   close;1
   thousand;1
   risk;1
   current;1
   fire;1
   future;1
   wrong;1
   involve;1
   defense;1
   anyone;1
   increase;1
   security;1
   bank;1
   myself;1
   certainly;1
   west;1
   sport;1
   board;1
   seek;1
   per;1
   subject;1
   officer;1
   private;1
   rest;1
   behavior;1
   deal;1
   performance;1
   fight;1
   throw;1
   top;1
   quickly;1
   past;1
   goal;1
   second;1
   bed;1
   order;1
   author;1
   fill;1
   represent;1
   focus;1
   foreign;1
   drop;1
   plan;1
   blood;1
   upon;1
   agency;1
   push;1
   nature;1
   color;1
   no;1
   recently;1
   store;1
   reduce;1
   sound;1
   note;1
   fine;1
   before;1
   near;1
   movement;1
   page;1
   enter;1
   share;1
   than;1
   common;1
   poor;1
   other;1
   natural;1
   race;1
   concern;1
   series;1
   significant;1
   similar;1
   hot;1
   language;1
   each;1
   usually;1
   response;1
   dead;1
   rise;1
   animal;1
   factor;1
   decade;1
   article;1
   shoot;1
   east;1
   save;1
   seven;1
   artist;1
   away;1
   scene;1
   stock;1
   career;1
   despite;1
   central;1
   eight;1
   thus;1
   treatment;1
   beyond;1
   happy;1
   exactly;1
   protect;1
   approach;1
   lie;1
   size;1
   dog;1
   fund;1
   serious;1
   occur;1
   media;1
   ready;1
   sign;1
   thought;1
   list;1
   individual;1
   simple;1
   quality;1
   pressure;1
   accept;1
   answer;1
   hard;1
   resource;1
   identify;1
   left;1
   meeting;1
   determine;1
   prepare;1
   disease;1
   whatever;1
   success;1
   argue;1
   cup;1
   particularly;1
   amount;1
   ability;1
   staff;1
   recognize;1
   indicate;1
   character;1
   growth;1
   loss;1
   degree;1
   wonder;1
   attack;1
   herself;1
   region;1
   television;1
   box;1
   TV;1
   training;1
   pretty;1
   trade;1
   deal;1
   election;1
   everybody;1
   physical;1
   lay;1
   general;1
   feeling;1
   standard;1
   bill;1
   message;1
   fail;1
   outside;1
   arrive;1
   analysis;1
   benefit;1
   name;1
   sex;1
   forward;1
   lawyer;1
   present;1
   section;1
   environmental;1
   glass;1
   answer;1
   skill;1
   sister;1
   PM;1
   professor;1
   operation;1
   financial;1
   crime;1
   stage;1
   ok;1
   compare;1
   authority;1
   miss;1
   design;1
   sort;1
   one;1
   act;1
   ten;1
   knowledge;1
   gun;1
   station;1
   blue;1
   state;1
   strategy;1
   little;1
   clearly;1
   discuss;1
   indeed;1
   force;1
   truth;1
   song;1
   example;1
   democratic;1
   check;1
   environment;1
   leg;1
   dark;1
   public;1
   various;1
   rather;1
   laugh;1
   guess;1
   executive;1
   set;1
   study;1
   prove;1
   hang;1
   entire;1
   rock;1
   design;1
   enough;1
   forget;1
   since;1
   claim;1
   note;1
   remove;1
   manager;1
   help;1
   close;1
   sound;1
   enjoy;1
   network;1
   legal;1
   religious;1
   cold;1
   form;1
   final;1
   main;1
   science;1
   green;1
   memory;1
   card;1
   above;1
   seat;1
   cell;1
   establish;1
   nice;1
   trial;1
   expert;1
   that;1
   spring;1
   firm;1
   Democrat;1
   radio;1
   visit;1
   management;1
   care;1
   avoid;1
   imagine;1
   tonight;1
   huge;1
   ball;1
   no;1
   close;1
   finish;1
   yourself;1
   talk;1
   theory;1
   impact;1
   respond;1
   statement;1
   maintain;1
   charge;1
   popular;1
   traditional;1
   onto;1
   reveal;1
   direction;1
   weapon;1
   employee;1
   cultural;1
   contain;1
   peace;1
   head;1
   control;1
   base;1
   pain;1
   apply;1
   play;1
   measure;1
   wide;1
   shake;1
   fly;1
   interview;1
   manage;1
   chair;1
   fish;1
   particular;1
   camera;1
   structure;1
   politics;1
   perform;1
   bit;1
   weight;1
   suddenly;1
   discover;1
   candidate;1
   top;1
   production;1
   treat;1
   trip;1
   evening;1
   affect;1
   inside;1
   conference;1
   unit;1
   best;1
   style;1
   adult;1
   worry;1
   range;1
   mention;1
   rather;1
   far;1
   deep;1
   past;1
   edge;1
   individual;1
   specific;1
   writer;1
   trouble;1
   necessary;1
   throughout;1
   challenge;1
   fear;1
   shoulder;1
   institution;1
   middle;1
   sea;1
   dream;1
   bar;1
   beautiful;1
   property;1
   instead;1
   improve;1
   stuff;1
   detail;1
   method;1
   sign;1
   somebody;1
   magazine;1
   hotel;1
   soldier;1
   reflect;1
   heavy;1
   sexual;1
   cause;1
   bag;1
   heat;1
   fall;1
   marriage;1
   tough;1
   sing;1
   surface;1
   purpose;1
   exist;1
   pattern;1
   whom;1
   skin;1
   agent;1
   owner;1
   machine;1
   gas;1
   down;1
   ahead;1
   generation;1
   commercial;1
   address;1
   cancer;1
   test;1
   item;1
   reality;1
   coach;1
   step;1
   Mrs;1
   yard;1
   beat;1
   violence;1
   total;1
   tend;1
   investment;1
   discussion;1
   finger;1
   garden;1
   notice;1
   collection;1
   modern;1
   task;1
   partner;1
   positive;1
   civil;1
   kitchen;1
   consumer;1
   shot;1
   budget;1
   wish;1
   painting;1
   scientist;1
   safe;1
   agreement;1
   capital;1
   mouth;1
   nor;1
   victim;1
   newspaper;1
   instead;1
   threat;1
   responsibility;1
   smile;1
   attorney;1
   score;1
   account;1
   interesting;1
   break;1
   audience;1
   rich;1
   dinner;1
   figure;1
   vote;1
   western;1
   relate;1
   travel;1
   debate;1
   prevent;1
   citizen;1
   majority;1
   none;1
   front;1
   born;1
   admit;1
   senior;1
   assume;1
   wind;1
   key;1
   professional;1
   mission;1
   fast;1
   alone;1
   customer;1
   suffer;1
   speech;1
   successful;1
   option;1
   participant;1
   southern;1
   fresh;1
   eventually;1
   no;1
   forest;1
   video;1
   global;1
   Senate;1
   reform;1
   access;1
   restaurant;1
   judge;1
   publish;1
   cost;1
   relation;1
   like;1
   release;1
   own;1
   bird;1
   opinion;1
   credit;1
   critical;1
   corner;1
   concerned;1
   recall;1
   version;1
   stare;1
   safety;1
   effective;1
   neighborhood;1
   original;1
   act;1
   troop;1
   income;1
   directly;1
   hurt;1
   species;1
   immediately;1
   track;1
   basic;1
   strike;1
   hope;1
   sky;1
   freedom;1
   absolutely;1
   plane;1
   nobody;1
   achieve;1
   object;1
   attitude;1
   labor;1
   refer;1
   concept;1
   client;1
   powerful;1
   perfect;1
   nine;1
   therefore;1
   conduct;1
   announce;1
   conversation;1
   examine;1
   touch;1
   please;1
   attend;1
   completely;1
   vote;1
   variety;1
   sleep;1
   turn;1
   involved;1
   investigation;1
   nuclear;1
   researcher;1
   press;1
   conflict;1
   spirit;1
   experience;1
   replace;1
   British;1
   encourage;1
   lot;1
   lot;1
   lot;1
   lot;1
   argument;1
   by;1
   once;1
   camp;1
   brain;1
   feature;1
   afternoon;1
   AM;1
   weekend;1
   dozen;1
   possibility;1
   along;1
   insurance;1
   department;1
   battle;1
   beginning;1
   date;1
   generally;1
   African;1
   very;1
   sorry;1
   crisis;1
   complete;1
   fan;1
   stick;1
   define;1
   easily;1
   through;1
   hole;1
   element;1
   vision;1
   status;1
   normal;1
   Chinese;1
   ship;1
   solution;1
   stone;1
   slowly;1
   scale;1
   bit;1
   university;1
   introduce;1
   driver;1
   attempt;1
   park;1
   spot;1
   lack;1
   ice;1
   boat;1
   drink;1
   sun;1
   front;1
   distance;1
   wood;1
   handle;1
   truck;1
   return;1
   mountain;1
   survey;1
   supposed;1
   tradition;1
   winter;1
   village;1
   Soviet;1
   refuse;1
   sales;1
   roll;1
   communication;1
   run;1
   screen;1
   gain;1
   resident;1
   hide;1
   gold;1
   club;1
   future;1
   farm;1
   potential;1
   increase;1
   middle;1
   European;1
   presence;1
   independent;1
   district;1
   shape;1
   reader;1
   Ms;1
   contract;1
   crowd;1
   Christian;1
   express;1
   apartment;1
   willing;1
   strength;1
   previous;1
   band;1
   obviously;1
   horse;1
   interested;1
   target;1
   prison;1
   ride;1
   guard;1
   terms;1
   demand;1
   reporter;1
   deliver;1
   text;1
   share;1
   tool;1
   wild;1
   vehicle;1
   observe;1
   flight;1
   inside;1
   facility;1
   understanding;1
   average;1
   emerge;1
   advantage;1
   quick;1
   light;1
   leadership;1
   earn;1
   pound;1
   basis;1
   bright;1
   operate;1
   guest;1
   sample;1
   contribute;1
   tiny;1
   block;1
   protection;1
   settle;1
   feed;1
   collect;1
   additional;1
   while;1
   highly;1
   identity;1
   title;1
   mostly;1
   lesson;1
   faith;1
   river;1
   promote;1
   living;1
   present;1
   count;1
   unless;1
   marry;1
   tomorrow;1
   technique;1
   path;1
   ear;1
   shop;1
   folk;1
   order;1
   principle;1
   survive;1
   lift;1
   border;1
   competition;1
   jump;1
   gather;1
   limit;1
   fit;1
   claim;1
   cry;1
   equipment;1
   worth;1
   associate;1
   critic;1
   warm;1
   aspect;1
   result;1
   insist;1
   failure;1
   annual;1
   French;1
   Christmas;1
   comment;1
   responsible;1
   affair;1
   approach;1
   until;1
   procedure;1
   regular;1
   spread;1
   chairman;1
   baseball;1
   soft;1
   ignore;1
   egg;1
   measure;1
   belief;1
   demonstrate;1
   anybody;1
   murder;1
   gift;1
   religion;1
   review;1
   editor;1
   past;1
   engage;1
   coffee;1
   document;1
   speed;1
   cross;1
   influence;1
   anyway;1
   threaten;1
   commit;1
   female;1
   youth;1
   wave;1
   move;1
   afraid;1
   quarter;1
   background;1
   native;1
   broad;1
   wonderful;1
   deny;1
   apparently;1
   slightly;1
   reaction;1
   twice;1
   suit;1
   perspective;1
   growing;1
   blow;1
   construction;1
   kind;1
   intelligence;1
   destroy;1
   cook;1
   connection;1
   charge;1
   burn;1
   shoe;1
   view;1
   grade;1
   context;1
   committee;1
   hey;1
   mistake;1
   focus;1
   smile;1
   location;1
   clothes;1
   Indian;1
   quiet;1
   dress;1
   promise;1
   aware;1
   neighbor;1
   complete;1
   drive;1
   function;1
   bone;1
   active;1
   extend;1
   chief;1
   average;1
   combine;1
   wine;1
   below;1
   cool;1
   voter;1
   mean;1
   demand;1
   learning;1
   bus;1
   hell;1
   dangerous;1
   remind;1
   moral;1
   United;1
   category;1
   relatively;1
   victory;1
   key;1
   academic;1
   visit;1
   Internet;1
   healthy;1
   fire;1
   negative;1
   following;1
   historical;1
   medicine;1
   tour;1
   depend;1
   photo;1
   finding;1
   grab;1
   direct;1
   classroom;1
   contact;1
   justice;1
   participate;1
   daily;1
   fair;1
   pair;1
   famous;1
   exercise;1
   knee;1
   flower;1
   tape;1
   hire;1
   familiar;1
   appropriate;1
   supply;1
   fully;1
   cut;1
   will;1
   actor;1
   birth;1
   search;1
   tie;1
   democracy;1
   eastern;1
   primary;1
   yesterday;1
   circle;1
   device;1
   progress;1
   next;1
   front;1
   bottom;1
   island;1
   exchange;1
   clean;1
   studio;1
   train;1
   lady;1
   colleague;1
   application;1
   neck;1
   lean;1
   damage;1
   plastic;1
   tall;1
   plate;1
   hate;1
   otherwise;1
   writing;1
   press;1
   male;1
   start;1
   alive;1
   expression;1
   football;1
   intend;1
   attack;1
   chicken;1
   army;1
   abuse;1
   theater;1
   shut;1
   map;1
   extra;1
   session;1
   danger;1
   welcome;1
   domestic;1
   lots;1
   literature;1
   rain;1
   desire;1
   assessment;1
   injury;1
   respect;1
   northern;1
   nod;1
   paint;1
   fuel;1
   leaf;1
   direct;1
   dry;1
   Russian;1
   instruction;1
   fight;1
   pool;1
   climb;1
   sweet;1
   lead;1
   engine;1
   fourth;1
   salt;1
   expand;1
   importance;1
   metal;1
   fat;1
   ticket;1
   software;1
   disappear;1
   corporate;1
   strange;1
   lip;1
   reading;1
   urban;1
   mental;1
   increasingly;1
   lunch;1
   educational;1
   somewhere;1
   farmer;1
   above;1
   sugar;1
   planet;1
   favorite;1
   explore;1
   obtain;1
   enemy;1
   greatest;1
   complex;1
   surround;1
   athlete;1
   invite;1
   repeat;1
   carefully;1
   soul;1
   scientific;1
   impossible;1
   panel;1
   meaning;1
   mom;1
   married;1
   alone;1
   instrument;1
   predict;1
   weather;1
   presidential;1
   emotional;1
   commitment;1
   Supreme;1
   bear;1
   pocket;1
   thin;1
   temperature;1
   surprise;1
   poll;1
   proposal;1
   consequence;1
   half;1
   breath;1
   sight;1
   cover;1
   balance;1
   adopt;1
   minority;1
   straight;1
   attempt;1
   connect;1
   works;1
   teaching;1
   belong;1
   aid;1
   advice;1
   okay;1
   photograph;1
   empty;1
   regional;1
   trail;1
   novel;1
   code;1
   somehow;1
   organize;1
   jury;1
   breast;1
   Iraqi;1
   human;1
   acknowledge;1
   theme;1
   storm;1
   union;1
   record;1
   desk;1
   fear;1
   thanks;1
   fruit;1
   under;1
   expensive;1
   yellow;1
   conclusion;1
   prime;1
   shadow;1
   struggle;1
   conclude;1
   analyst;1
   dance;1
   limit;1
   like;1
   regulation;1
   being;1
   last;1
   ring;1
   largely;1
   shift;1
   revenue;1
   mark;1
   locate;1
   county;1
   appearance;1
   package;1
   difficulty;1
   bridge;1
   recommend;1
   obvious;1
   train;1
   basically;1
   e-mail;1
   generate;1
   anymore;1
   propose;1
   thinking;1
   possibly;1
   trend;1
   visitor;1
   loan;1
   currently;1
   comfortable;1
   investor;1
   but;1
   profit;1
   angry;1
   crew;1
   deep;1
   accident;1
   male;1
   meal;1
   hearing;1
   traffic;1
   muscle;1
   notion;1
   capture;1
   prefer;1
   truly;1
   earth;1
   Japanese;1
   chest;1
   search;1
   thick;1
   cash;1
   museum;1
   beauty;1
   emergency;1
   unique;1
   feature;1
   internal;1
   ethnic;1
   link;1
   stress;1
   content;1
   select;1
   root;1
   nose;1
   declare;1
   outside;1
   appreciate;1
   actual;1
   bottle;1
   hardly;1
   setting;1
   launch;1
   dress;1
   file;1
   sick;1
   outcome;1
   ad;1
   defend;1
   matter;1
   judge;1
   duty;1
   sheet;1
   ought;1
   ensure;1
   Catholic;1
